,article,url,header,date
53,"Deutschland übt sich weiterhin in äußerster Corona-Disziplin. Die Maßnahmen wurden jüngst in einer Talkrunde bei Anne Will erneut verteidigt. So stellte etwa Wirtschaftsminister Altmaier in Aussicht, wir müssten noch für Monate mit diesen Maßnahmen leben. Nur: Die Basis, auf der wir diese Entscheidungen über uns ergehen lassen, ist statistisch betrachtet weiterhin fragwürdig. Sterbealter wichtig Bedeutend ist und bleibt das Sterbealter. In einer Untersuchung des Statistikers und Epidemiologen John P. Ioannidis ist zu sehen, dass es auch medizinisch massive Kollateralschäden gibt, die zur Übersterblichkeit führen. So wirkten sich seiner Ansicht nach Arbeitslosigkeit, Wirtschaftskrisen und soziale Isolation langfristig auf die Krankheits- und Todesraten aus, die wir in verschiedenen Gesellschaften sehen. Seiner Ansicht nach könnten allein 1,4 Millionen Patienten, die an Tuberkulose leiden, in den kommenden fünf Jahren schon deshalb sterben, weil die Therapien unterbrochen worden sind. Dort, wo das zu erwartende Sterbealter deutlich unterschritten wird, würden zudem lediglich sozial benachteiligte Schichten sowie ethnische Minderheiten betroffen sein. Der Mittelwert der „Corona-Toten“ liege in den westlichen Ländern bei ungefähr 80 Jahren. Bei der weißen US-Mehrheit hingegen läge dieser Wert bei 81 Jahren. Selbst bei Hochrisiko-Patienten, so die Studie von Ioannidis, würde die Sterberate bei den unter 65jährigen lediglich auf 0,2 % zu schätzen sein. Gesunde jüngere Menschen verzeichneten eine Sterberate in Höhe von 0,01 %. Nun liegt eine weitere Studie vor, die sich auf Länder konzentrierten, die keine oder kaum Maßnahmen verhängt haben. Die Schlussfolgerung: „Nach Abzug der epidemischen Effekte und jener der weniger restriktiven Maßnahmen, fanden wir keinen klaren positiven Effekt strenger Maßnahmen auf die Entwicklung der Fallzahlen in irgendeinem dieser Länder“. Zumindest bleibt das Dilemma bestehen: Alle Maßnahmen fußen auf sehr diffusen statistischen Materialien. ",https://www.neopresse.com/gesundheit/studie-zeigt-uebersterblichkeit-haeufig-kollateralschaden/,"
			Studie zeigt: Übersterblichkeit häufig Kollateralschaden        ",1. Februar 2021
54,"Die Unruhe in Deutschland wegen der Corona-Durchimpfung wird größer. Dies bezieht sich derzeit nicht auf vermeintliche Impfgegner, sondern auf die Durchführung. Es fehlen Impfstoffe, weil etwa AstraZeneca zu wenig liefern soll und BioNTech zu wenig geliefert habe. Zudem ist nun angeblich die Wirksamkeit des Impfstoffs von AstraZeneca in Frage gestellt. Bei Menschen im Alter von mehr als 65 Jahren sei ein Wirkungsgrad in Höhe von etwa 10 % festgestellt worden, so die Gerüchteküche. Allerdings hat das Unternehmen AstraZeneca die Berichte bereits zurückgewiesen. Nun wird sich am Freitag dieser Woche zeigen, wie die EU-Zulassungsbehörde EMA dies sieht. Der Impfstoff soll für die EU freigegeben werden. Wenn die Wirkungszahlen nicht hinreichend gut sind, dann wird der erhoffte Befreiungsschlag nicht in der Gesellschaft ankommen. Was passiert wirklich? Tatsächlich sind die Beschwerden der Politik über die fehlenden Liefermengen zweifelhaft. AstraZeneca etwa liefert wie gehabt in voller Stärke an Großbritannien. Wenn das Unternehmen nun der EU gegenüber angibt oder angeben kann, nicht zu liefern, dann wird dies am Vertragswerk liegen, lässt sich vermuten. Das wiederum bedeutet, dass die Verhandlungsführer, hier wohl namentlich Ursula von der Leyen als EU-Kommissionspräsidentin, unter Druck steht. Andere Länder haben „besser verhandelt“, heißt es bereits. Von Lieferschwierigkeiten, unter denen die USA leiden würde, ist jedenfalls nichts zu lesen. Auch Israel impft erstaunlich schnell durch. In Deutschland hingegen mehren sich sogar die Klagen darüber, dass Impftermine kaum zu bekommen seien. Alte Menschen sollen sich wahlweise im Internet einen Termin geben lassen oder über das Telefon in Endlosschleifen versuchen, einen Slot zu erhalten. An der Spitze des vermeintlichen Desasters nun stehen Ursula von der Leyen, die als Beschafferin für die Bundeswehr zumindest Kritikern nach nicht die beste Figur gemacht hat wie auch Jens Spahn. Am Anfang fehlten Masken. ",https://www.neopresse.com/gesundheit/impfung-in-deutschland-eine-katastrophe/,"
			Impfung in Deutschland: Eine Katastrophe?        ",31. Januar 2021
55,"Vor einiger Zeit haben Sie bei uns über eine geradezu groteske Fehlberichterstattung in großen Medien und vor allem in den öffentlich-rechtlichen Medien gelesen. Die Corona-Todesfallzahlen, die uns tagtäglich präsentiert werden, sind irreführend und damit falsch. Die Zahlen sollen angeblich auch der Begründung der neuen Maßnahmen dienen. Umso schlechter, denn die Zahlen lassen nur eine Missinterpretation zu. RKI: Der große Schwindel Vorgelesen werden Tag für Tag Zahlen, die erzählen sollen, wie viele Corona-Opfer in den zurückliegenden 24 Stunden verstorben seien. Die Darstellung lautet in der Regel: „Die dem RKI gemeldeten Todesfallzahlen“ in den letzten 24 Stunden. Die etwas unrunde Beschreibung enthält einen Verweis darauf, wie falsch die Zahlen sind. Der „Focus“ nun griff auf, was Eingeweihte längst wissen: Die Zahlen spiegeln nicht im Geringsten das Geschehen der jeweils vergangenen 24 Stunden wider. Vielmehr hat der Mediziner und Soziologe Bertram Häussler nun für das Gesundheitsforschungsinstitut IGES erklärt, dass die „vom RKI vermeldeten Sterbefälle (…) so veraltet (sind), dass sie ein verzerrtes Bild zeigen“. Die Zahlen sind in den vorhergehenden Wochen entstanden. Die Crux: Ärzte in Krankenhäusern stellen keinen Bescheid für das RKI aus, sondern in der Regel einen Totenschein für das Standesamt. Das Standesamt dann meldet die Daten an das Gesundheitsamt. Das jeweilige Gesundheitsamt prüft dann, ob ein Verdachtsfall und ein positiver Testbescheid diesem Todesfall zugeordnet werden kann. Ist dies der Fall, dann wird der Todesfall dem RKI übermittelt. Es liegt schon auf der Hand, dass die Vorgehensweise viel Zeit in Anspruch nimmt. Zusätzlich aber gelten die Gesundheitsämter aktuell ohnehin als überlastet. Die Verfolgung der jeweiligen aktuellen Neuinfektionen bereitet ganz offiziell ab Inzidenzen von mehr als 50 (mehr als 50 Menschen pro 100.000 Einwohnern sind innerhalb der vergangenen sieben Tage erfasst worden) schon höchste Schwierigkeiten. Die Zahlen, so der Fachmann, geben kein aktuelles Bild der Lage – „gerade, wenn es darum geht, Lockdown-Entscheidungen zu treffen, die uns Milliarden kosten“. Tatsächlich sinken die Zahlen aktuell bereits massiv. ",https://www.neopresse.com/gesundheit/massenmedium-berichtete-kurz-verzerrte-corona-todesfallzahlen/,"
			Massenmedium berichtete kurz: Verzerrte Corona-Todesfallzahlen        ",31. Januar 2021
56,"Die US-Daten „Vaccine Adverse Event Reporting System (VAERS)“ wird von der US-Regierung finanziert. Aufgabe der Datenbank ist es, Verletzungen und / oder Todesfälle, die durch Impfstoffe verursacht sein können, zu erfassen und zu dokumentieren. Für die Zeit zwischen Ende Dezember und dem 13. Januar gibt die Datenbank folgende Daten für die USA her: „181 US-Amerikaner“ sollen nach Gabe des Impfstoffs gegen das Covid-19-Virus verstorben sein. Es gibt Interpretationen, wonach die Menschen „an“ dem Impfstoff gestorben sei, dies kann die Datenbank jedoch auf diese Weise gar nicht erfassen. Ein Todesfall betrifft ein Kind, das noch ungeboren verstarb, nachdem die werdende Mutter den Pfizer-Impfstoff erhielt. Wenig Fälle von Nebenwirkungen gemeldet Das Harvard Pilgrim Health Care Inc., berichtete 2011, das in aller Regel lediglich weniger als 1 % der Nebenwirkungen von Impfungen an die Regierung gemeldet werden. Das US-Gesundheitsministerium, das diesen Bericht selbst veröffentlicht hat, sollte darüber Bescheid wissen: „Obwohl 25 % der ambulanten Patienten ein unerwünschtes Ereignis erleben, werden weniger als 0,3 % aller unerwünschten Arzneimittelereignisse sowie 1 bis 13 % der schwerwiegenden Ereignisse an die FDA gemeldet“. Die FDA ist die Food and Drug Administration und zuständig für die Zulassung von Impfstoffen. Demnach sind die bislang gemeldeten schwerwiegenden Nebenwirkungen oder auch die Todesfälle möglicherweise (!) nur die Spitze des Eisbergs in der Corona-Pandemie. Es ist auffallend, dass etwa in Kalifornien eine bestimmte Charge des Moderna-Impfstoffs im Umfang von 300.000 Impfstoffdosen derzeit aus Vorsichtsgründen ganz offiziell nicht verwendet werden, um zunächst die Ursache von Todesfällen zu klären. Objektiv kann umgekehrt bis dato niemand eine Rate der schwerwiegenden Nebenwirkungen bekanntgeben. Die Erfahrungen der kommenden Wochen gilt es dennoch zu beobachten. ",https://www.neopresse.com/gesundheit/us-datenbank-181-buerger-der-usa-nach-covid-impfstoff-gabe-gestorben/,"
			US-Datenbank: 181 Bürger der USA nach Covid-Impfstoff-Gabe gestorben        ",30. Januar 2021
57,"Die neuen Maßnahmen in Deutschland sind weiterhin umstritten. Die Verlängerung der Lockdown-Maßnahmen reicht bis zum 15.Februar. Dieser Termin ist vorläufig, wie wir aktuell wissen. Nun wird es interessant: Die Medien verschweigen derzeit überwiegend, dass solche Maßnahmen bis hin zur teilweise ausgesprochenen Ausgangsbeschränkungen selbst nach herrschender Auslegung zumindest der Verhältnismäßigkeit entsprechen müssen. Nun kommt ein neuer Beitrag, den Prof. Dr. Thomas Rießinger auf reitschuster.de als Gastbeitrag verfasst hat. Der hat sich die Sonderauswertung des Statistischen Bundesamtes „zu Sterbefallzahlen des Jahres 2020“ angesehen. Die Daten, die als „gültig“ gelten werden, sollen wohl offenbar noch einmal später präsentiert werden, hier wurde nur eine vorläufige Bilanz vorgelegt. Dennoch lässt sich mit den Zahlen arbeiten. Fehler gegenüber dem Original verbleiben zu Lasten dieser Redaktion. 978.600 Sterbefälle 2020 Die Statistik weist aus, dass es im vergangenen Jahr 2020 978.600 Sterbefälle gab. Dies sind 11.600 mehr, als eine sogenannte lineare Regression des Autors – basierend auf den steigenden Zahlen seit 2006 – noch vor kurzem ergeben hat. Demnach gibt es gegenüber der statistischen Normalschätzung – eine Verlängerung der Tendenz zu ohnehin steigenden Sterbefällen – eine statistische Übersterblichkeit um 11.600 Menschen oder etwa 1,2 % bis 1,3 % gegenüber der statistischen Erwartung. Liegt das Jahr 2020 damit außerhalb der Erfahrungen? Nein. 2015 und 2018 lag diese statistische Übersterblichkeit bei jeweils 1 %. Allerdings räumt der Autor der Studie selbst ein, dass die Bevölkerungszahlen bei seiner ursprünglichen Schätzung gar nicht mitberücksichtigt worden sind. Dies jedoch sollte geschehen. Das Gesamtergebnis ist zunächst erschütternd. Denn die Zahlen weisen überhaupt keine Übersterblichkeit für das Jahr 2020 aus. Angesichts einer ohnehin steigenden Sterblichkeit (durch das langsam steigende Durchschnittsalter) ist nun auch die Bevölkerungszahl gestiegen. Es wäre auf den ersten Blick bei Berücksichtigung der beiden Komponenten zu erwarten, dass 2020 zwischen 960.000 und 980.000 Sterbefälle auftreten. Genau dies ist geschehen. ",https://www.neopresse.com/gesundheit/das-alte-thema-gibt-es-eine-uebersterblichkeit/,"
			Das alte Thema: Gibt es eine Übersterblichkeit?        ",30. Januar 2021
58,"Berichten zufolge arbeitet die Firma Microsoft von Bill Gates an der Entwicklung eines digitalen Covid-Impfpasses. Gates sagte am Mittwoch, dass Covid-19-Impfpässe für internationale Reisen den USA und anderen Volkswirtschaften auf der ganzen Welt helfen könnten, sich „schneller“ zu öffnen. Die WHO bezeichnet diese Art von Pass als „Immunitätspass“. Gates sagte: „Wenn es beim Reisen einen Beweis dafür bedürfe, dass man immun gegen Covid-19 sei, müsse es einen Immunitätspass geben, der nicht gefälscht werden könne. Impfpässe aus Papier seien kein sehr zuverlässiges System. Die Leute dürften aber durch den digitalen Impfpass nicht das Gefühl bekommen, dass dies einen Eingriff in ihre Privatsphäre darstelle.“ Gates sagte, dass die Firma Microsoft „es besser machen wolle“. Wenn sich diese Krankheit verbreite, würde es Todesfälle geben und man müsse die Volkswirtschaften immer wieder lahmlegen. Ein Beispiel für den digitalen Fortschritt bei der Verteilung des Covid-19-Impfstoffes sei Indien. Dort werde ein digitaler Impfpass bereits eingeführt und diese Version wäre auf Reisen besser als ein Papierdokument. Ein weiterer Hinweis darauf, dass Indien den digitalen Impfpass bislang am besten umgesetzt hätte, sei die Tatsache, dass Pflegepersonal in Altenheimen und Krankenhäusern im Besitz eines digitalen Impfpasses sein müssten. Auch für Reisen müssten Inder schon einen digitalen Impfpass vorweisen, so Gates. EU-Länder zögern offenbar noch Die Länder Europas sind sich beim Thema Impfpass offenbar noch nicht einig. Regierungen sind noch geteilter Meinung über die Einführung von Impfpässen, wobei die vom Tourismus abhängigen südlichen EU-Länder die Möglichkeit eines digitalen Impfpassen befürworten, damit die internationalen Grenzen schnellstmöglich wieder für den Tourismus geöffnet und der Reiseverkehr gefördert werden kann. Der griechische Premierminister Mitsotakis steht dabei an der Spitze der Befürworter eines digitalen Impfpasses für die EU. Vergangene Woche drängte er die EU-Kommission, ein Impfzertifikat zu entwickeln und alle anderen Mitgliedstaaten davon zu überzeugen. Der Nachweis einer Impfung könne Ländern helfen, schneller für den Tourismus zu öffnen. EU-Datenschützer schlagen angesichts des Vorhabens Alarm, doch dieser dürfte ungehört übergangen werden. Ursula von der Leyen hat die Einführung eines Impfpasses für die EU bereits beschlossen. Die Einführung des digitalen Impfpasses in alle EU-Länder dürfte damit nur noch eine Formsache und eine Frage der Zeit sein. Wer keinen digitalen Impfpass besitzt, wird dann nie wieder verreisen können. Befürworter des Datenschutzes warnen, dass Impfzeugnisse einen weiteren großen Schritt in der Digitalisierung von persönlichen Gesundheitsdaten markieren würden, die von Regierungen genutzt werden, um ihre Bestände an persönlichen Informationen über Bürger zu erweitern. Britische Fluggesellschaften und Hoteliers haben die regierenden Konservativen des Landes gedrängt, Impfzertifikate in Betracht zu ziehen. Und die Zeitung „Daily Telegraph“ des Landes berichtete am Sonntag, dass die Regierung von Premierminister Boris Johnson mindestens acht verschiedene Unternehmen finanziert, um Prototypen und Systeme für Impfpasskarten zu entwickeln. Die Minister sagen jedoch, dass es „keine Pläne“ für eine landesweite Einführung gibt. Im vergangenen November gab es in Australien eine öffentliche Gegenreaktion, als die Fluggesellschaft Qantas bekannt gab, dass sie erwägt, Impfpässe für Passagiere zu verlangen ",https://www.neopresse.com/gesundheit/bill-gates-impfpaesse-koennten-wirtschaft-viel-schneller-oeffnen/,"
			Bill Gates: Impfpässe könnten Wirtschaft viel schneller öffnen        ",29. Januar 2021
59,"Ein Bericht von „apotheke-adhoc.de“ greift ein Problem auf, das in der Öffentlichkeit derzeit kaum noch diskutiert wird: Die FFP-Maskenpflicht greift um sich. Im öffentlichen Nahverkehr soll ein medizinischer Mundschutz getragen werden, gleichfalls in Geschäften. Möglicherweise, so vermuten es zumindest einige Beobachter, könnte die Maskenpflicht noch für lange Zeit existieren, um eine weitere Ausbreitung oder eine dann neue Ausbreitung des Corona-Virus zu verhindern. Doch es bleibt eine Frage offen. Belasten FFP-Masken Herz und Lunge zu sehr? Die Apotheke-Adhoc jedenfalls zitiert Prof. Dr. Ulrich Laufs, der am Uniklinikum Leipzig als Kardiologe arbeitet. Er hat in einer Studie festgestellt, dass ein Mund-Nasen-Schutz die körperliche Belastbarkeit von Gesunden reduzieren würde. Er halte es für richtig, dass eine Mund-Nasen-Bedeckung während der Pandemie getragen würde. Dennoch sind die Ergebnisse interessant. „Die Ergebnisse unserer Untersuchung bestätigen das subjektive Gefühl vieler Menschen, die Studie hat die Einschränkung der Leistungsfähigkeit nun auch wissenschaftlich quantifiziert.“ Die beiden untersuchten Maskentypen, dies waren eine chirurgische Maske sowie die FFP2-Maske, hätten sowohl das Atemvolumen wie auch die Ausatmengeschwindigkeit beeinträchtigt. Die maximal mögliche Kraft sei „deutlich reduziert“ worden. Im Stoffwechsel sei eine schnelle Ansäuerung des Blutes bei Anstrengung festgestellt worden. Die Lunge habe signifikant schlechter reagiert. Das Herzzeitvolumen indes sei mit und ohne Maske wiederum ähnlich. Die Autoren der Studie verstehen sich nicht als Kritiker der Maskenpflicht, sondern mahnen an, dass die Pflicht mit den Folgen jedenfalls hinterfragt werden sollte. Bei körperlichen Arbeiten jedenfalls seien häufigere Pausen durchaus angezeigt. Dabei sollen dem Bericht der Apotheke-Adhoc nach auch Personen mit Herz- und Lungenerkrankungen fltrierende Halbmasken tragen. Genau dies allerdings haben Kritiker stets in Frage gestellt. Auch die Ergebnisse der genannten ersten deutschen Studie jedenfalls könnten Fragen offenlassen. ",https://www.neopresse.com/gesundheit/die-maske-herz-und-lungenerkrankungen/,"
			Die Maske: Herz- und Lungenerkrankungen?        ",29. Januar 2021
60,"Forscher in den USA gehen davon aus, dass das Coronavirus langfristig keine größere Gefahr für Menschen mehr darstellen werde – so wie bereits andere existierende Coronaviren. Es könnte wie andere Coronaviren irgendwann kaum mehr gefährlicher sein als eine Erkältung. Mehrere Coronaviren zirkulieren bereits seit längerer Zeit weltweit und verursachen regelmäßig Erkältungsepidemien, welche für Menschen mit schwachem Immunsystem problematisch sein könnten, so ein Bericht des „Focus“. Wer bereits mit anderen Coronaviren in Kontakt gekommen sei, sei nach Forschungsergebnissen der US-Wissenschaftler „teilimmunisiert“ und vor schwereren Verläufen geschützt. Frühere Studien aus dem Jahr 1990 mit dem Coronavirus 229E hätten gezeigt, dass sich bereits Infizierte Jahre später erneut anstecken konnten. Allerdings sei die erneute Infektion für die Infizierten asymptomatisch, also symptomlos. Die Infektiologin Jennie Lavine von der Emory University in Atlanta, geht davon aus, dass Menschen nach einer Infektion mit Coronaviren eine lebenslange Teilimmunität hätten. Auch ältere Menschen hätten meistens noch entsprechende Antikörper im Blutserum, die auf eine durchgemachte Infektion hinweisen würden. Ältere Menschen könnten sich jedoch infizieren und das Virus dann an Kinder weitergeben, welche noch keine Teilimmunität besäßen. Lavine vermutet, dass die Immunität gegen das SARS-CoV2-Virus der gegen andere Coronaviren ähnlich sei und sich das Virus über die Jahre zu einem ähnlichen Erreger entwickeln werde, der nicht gefährlicher als ein Erkältungsvirus sei. Dann würden auch Impfungen gegen das neue Coronavirus obsolet und wegen der Teilimmunität werde es kaum noch zu schweren Erkrankungen und Todesfällen kommen. Letztlich werde das SARS-CoV2-Virus nur noch bei Kindern zu einem Schnupfen führen – oder zu gar keinen Symptomen, sagte die Forscherin der New York Times. ",https://www.neopresse.com/gesundheit/bericht-sars-cov2-wird-nicht-gefaehrlicher-sein-als-erkaeltung/,"
			Bericht: SARS-CoV2 wird nicht gefährlicher sein als Erkältung        ",28. Januar 2021
61,"Das Robert-Koch-Institut berichtete bereits im Frühjahr 2020, dass die Sterbefälle, die im Zusammenhang mit dem Coronavirus stehen, 82 Jahre oder älter waren. Der Altersdurchschnitt von Sterbefällen im Zusammenhang mit dem Coronavirus ist zuletzt sogar auf 84 Jahre gestiegen. Das entspricht der normalen mittleren Lebenserwartung in Deutschland. Am 19. Januar 2021 schrieb das Robert-Koch-Institut in seinem täglichen Situationsbericht: „Von allen Todesfällen waren 89% der Personen 70 Jahre und älter, der Altersdurchschnitt lag bei 84 Jahren.“ Die Statistik des RKI gibt den Mittelwert Median, bezogen auf das Sterbealter, an. Das bedeutet: Die Hälfte aller Verstorbenen ist älter als dieser Durchschnitt, die andere Hälfte jünger. Die mittlere Lebenserwartung „unter Corona“ liegt derzeit bei 84 Jahren, die durchschnittliche Lebenserwartung vor Corona lag bei 82 Jahren. Das Statistische Bundesamt stellt in seiner GENESIS-Online-Datenbank Angaben zum Alter aller Verstorbenen der vergangenen Jahre zur Verfügung. In der Sonderauswertung für das „Corona-Jahr“ 2020 führt das Statistische Bundesamt alle Sterbefälle des Jahres. Altersdurchschnitt steigt Aus der Tabelle lassen sich Altersdurchschnitt und der Anteil der über 70-Jährigen und der über 80-Jährigen Verstorbenen ersehen. Das gleiche ist für die Altersangaben der Sterbefälle möglich, die im Zusammenhang mit dem Coronavirus stehen. Die Tabelle in der GENESIS-Datenbank zeigt seit 1991 einen deutlichen Anstieg sowohl des Altersdurchschnitts als auch der Sterbefälle der über 70-Jährigen als auch der über 80-Jährigen – auch im Corona-Jahr 2020. Im Vergleich zu allen Sterbefällen im Jahr 2020 ist der Altersdurchschnitt der „Corona-Toten“ sogar um 3,4 Jahre höher. Wenn alte Menschen durch Covid-19 statistisch nicht vorzeitig sterben, dürfte insgesamt auch keine besondere statistische Übersterblichkeit vorliegen. ",https://www.neopresse.com/gesundheit/keine-uebersterblichkeit-im-corona-jahr/,"
			Keine nennenswerte Übersterblichkeit im Corona-Jahr?        ",28. Januar 2021
62,"Bundeskanzlerin Angela Merkel will jedem Bürger Deutschlands bis zum 21. September ein „Impfangebot“ machen. Jeder Bürger müsse die Möglichkeit erhalten, sich gegen Covid-19 impfen zu lassen. Da offenbar nicht genügend Impfstoff von Pfizer/Biontech zur Verfügung steht, hat Merkel mit Russlands Präsident Putin über die russische Impfstoffentwicklung Sputnik V gesprochen. Merkel wolle „trotz der Differenzen wegen des Nawalny-Falls“ über die Möglichkeit einer Zusammenarbeit im „humanitären Bereich“ sprechen: „Ich habe in der Tat mit dem russischen Präsidenten gesprochen. Und ich habe gesagt, wenn wir dann gemeinsam arbeiten wollen, ich finde, über alle politischen Differenzen, die ja im Augenblick groß sind, hinweg, kann man in der Pandemie auf dem humanitären Bereich zusammenarbeiten“, so Merkel. Impfstoff muss genehmigt werden Voraussetzung für den Impfstoff Sputnik-V sei, dass dieser von der Europäischen Zulassungsbehörde genehmigt werde. Daher habe sich Russland nun an die Europäische Medizinagentur (EMA) gewandt. Merkel habe das deutsche Paul-Ehrlich-Institut gebeten, Russland bei der Zulassung der Dokumente zu helfen und wenn der Impfstoff zugelassen würde, könne man auch über eine gemeinsame Produktion und Anwendung sprechen, so Merkel. Bei dem russischen Impfstoff handelt es sich nicht um einen mRNA-Impfstoff, sondern um einen sogenannten Vektor-Impfstoff. Er enthält eine nicht replikationsfähige Adenovirus-Variante, also ein nicht vermehrungsfähiges harmloses Schnupfenvirus. Dieser Impfstofftyp basiert auf Viren als Träger (Vektor), die die Erbinformation für ein Protein des Zielerregers (hier SARS-CoV2) in den Körper der Geimpften transportieren, wo sie abgelesen werden und das Impfantigen gebildet wird. In das Genom dieser Vektorviren hat man die Erbinformation für das Spike-S-Protein des neuen Coronavirus eingefügt und sie dann so verändert, dass sie sich nicht mehr vermehren können. Wie harmlos oder gefährlich dieser Impfstoff im Vergleich zu den mRNA-Impfstoffen von Pfizer-/Biontech, Moderna und Astra Zeneca sind, müssen Fachleute beurteilen. Dr. Wakefield warnte bereits vor Impfstoffen, die den Körper dazu bringen, virale Spike-Proteine zu produzieren, welche dann vom Immunsystem angegriffen werden. Der Körper würde beim mRNA-Impfstoff dazu animiert, die eigene DNA anzugreifen und versuchen sie zu töten oder zu entfernen, weil die körpereigene DNA Spike-Proteine herstellt und durch die Impfung in Fremdkörper verwandelt worden ist. ",https://www.neopresse.com/gesundheit/sputnik-impfstoff-merkel-will-mit-russland-zusammenarbeiten-bundeskanzlerin-angela-merkel-will-jedem-buerger-deutschlands-bis-zu/,"
			Sputnik-Impfstoff: Merkel will mit Russland zusammenarbeiten        ",27. Januar 2021
63,"Geht es nach den Eindrücken unserer Kanzlerin Angela Merkel, leben wir derzeit in der Corona-Pandemie angesichts der möglichen Auswirkungen der Mutationen auf einem „Pulverfass“. So die Worte, die zumindest die „Bild“-Zeitung einer Konferenz mit Fraktionsvorsitzenden der Union aus Bund und Ländern entnommen haben möchte. „Uns ist das Ding entglitten“, „Das ist alles furchtbar“ sowie „Die Gesundheitsämter haben keine Fähigkeit mehr zur Kontaktnachverfolgung“ sind weitere Zitate des Boulevard-Blattes, die bislang unwidersprochen geblieben sind. Die Kanzlerin übte sich demnach allerdings nicht nur in einer apokalyptischen Beschreibung des Zustands oder der Erwartungen, sondern blickte auch konzentriert nach vorn: „Wir brauchen ein härteres Grenzregime“, forderte sie. Auch die anderen Fürsten der Regierung(en) sehen sich derzeit nach einer Beobachtung der „NZZ“ eher schlecht gelaunt. Armin Laschet, neuer Vorsitzender der CDU, meint, es sei klar, dass „es zu technischen Problemen kommen kann, wenn rund eine Million Bürgerinnen und Bürger eine Hotline anrufen“. Damit kommentiert er die offensichtlichen Probleme bei der Terminvergabe für Impfungen. Söder sieht „Charaktertest“ Markus Söder, mahnender Ministerpräsident aus Bayern, sieht in all den Maßnahmen demnach eine „Bewährungsprobe und Charaktertest“ für alle. „Wir sollten alle nach vorne schauen. Hinterher ist man immer schlauer.“ Gegen die Müdigkeit der von den Maßnahmen Geplagten forderte Söder „ein bisschen mehr Demut und Freude“. Halten wir aber fest: „Das Ding ist uns entglitten“, warnte die Kanzlerin. Seit immerhin 10 Monaten. Die Zahl der Sterbefälle pro Tag pro 1 Million Einwohner ist zwischenzetilich – zeitpunktbezogen – sogar höher als in den USA gewesen, bezogen auf den Rekordstand. Das Stochern im Nebel, so Kritiker, wird sich in Deutschland auch in den kommenden Wochen und wahrscheinlich sogar Monaten noch fortsetzen. ",https://www.neopresse.com/gesundheit/merkel-leben-auf-einem-pulverfass/,"
			Merkel: Leben auf einem Pulverfass        ",27. Januar 2021
64,"Der Impfpass wird fast so sicher wie das Amen in der Kirche kommen. Vor längerer Zeit haben sich nur alternative Medien an das Thema wagen können. Nun melden langsam auch die Agenturen, dass die Pflicht ruft. Nun haben zwei arabische Fluggesellschaften einen „Gesundheitspass“ etabliert. Diese App ist natürlich tatsächlich ein Test- und Impfpass. Dies könnte uns in Deutschland bis dato praktisch gleichgültig sein. Allerdings hat sich die Deutsche Lufthansa an dem Projekt beteiligt. Eben jene Lufthansa, die inzwischen im Grunde wieder ein Staatsbetrieb geworden ist. Alle Daten in einer App Das Ziel, so die Fluggesellschaften Etihad sowie Emirates, bestünde darin, die für den Luftverkehr benötigten Daten über Passagiere, deren Test, über Einreisebestimmungen und Impfnachweise zusammenzuführen. Wie praktisch, mag sich das Gesundheitsministerium in Deutschland wohl denken. Denn dies sind auch die Pläne von Jens Spahn gewesen, als dieser noch vor gut einem Jahr über die Zentralisierung der Daten nachdachte. Nun sind wir einen Corona-Schritt weiter. Die Belohnung, die hier unter Mithilfe der Deutschen Lufthansa in Aussicht gestellt wird, hat es in sich. Die Flugreisen könnten in der Corona-Zeit einfacher werden. Die Daten allerdings bleiben unter der „Kontrolle der Passagiere“, was auch immer das heißen mag. Wenn eine App benötigt wird, um den Impfstatus zu dokumentieren und den betreffenden Passagier dann reisen zu lassen, ist dies Datum genug – Datenschützer dürften die Hände über dem Kopf zusammenschlagen. Die Lufthansa sieht sich dennoch offenbar unter Druck. Sie hat ein zweites App-Projekt mitbegründet („CommonPass“), das offenbar auch die Unterkünfte vor Ort integrieren soll. Es wird überdeutlich, dass die soziale Impfpflicht, vor der noch vor Monaten auch durch die Politik gewarnt wurde, direkt vor uns liegt. Dies überrascht hier allerdings niemanden mehr. ",https://www.neopresse.com/gesundheit/impfpass-oder-gesundheitspass-es-geht-los-und-weiter/,"
			Impfpass oder Gesundheitspass: Es geht los und weiter!        ",26. Januar 2021
